,latitude,longitude,height,line_id
0,59.6254041,28.555496900000005,-1.3170890159654386e-09,-
1,59.62540490000001,28.555492600000004,4.656612873077393e-10,-
2,59.62540560000001,28.5554883,4.656612873077393e-10,-
3,59.6254065,28.555484,4.656612873077393e-10,-
4,59.6254074,28.5554795,-9.313225746154785e-10,-
5,59.62540809999999,28.5554751,-4.656612873077393e-10,-
6,59.625409,28.555470600000003,-9.313225746154785e-10,-
7,59.6254099,28.5554659,-4.656612873077393e-10,-
8,59.62541070000001,28.555461299999997,0.0,-
9,59.625411500000006,28.5554565,-1.041250292910165e-09,-
10,59.62541250000001,28.5554518,9.313225746154785e-10,-
11,59.625413300000005,28.555447000000004,4.656612873077393e-10,-
12,59.62541430000001,28.555442000000003,-0.0,-
13,59.6254152,28.555437000000005,0.0,-
14,59.62541610000001,28.5554319,4.656612873077393e-10,-
15,59.625417,28.5554268,-9.313225746154785e-10,-
16,59.625418,28.5554216,4.656612873077393e-10,-
17,59.6254189,28.5554164,1.041250292910165e-09,-
18,59.6254198,28.555411100000004,0.0,-
19,59.625420699999985,28.555405699999998,4.656612873077393e-10,-
20,59.625421700000004,28.555400299999995,0.0,-
21,59.625422700000016,28.555394800000002,1.041250292910165e-09,-
22,59.62542360000001,28.5553893,1.6789656483866224e-09,-
23,59.62542459999999,28.5553836,9.313225746154785e-10,-
24,59.62542560000001,28.555378,9.313225746154785e-10,-
25,59.6254265,28.5553723,0.0,-
26,59.6254276,28.555366600000003,9.313225746154785e-10,-
27,59.62542860000002,28.5553607,-1.041250292910165e-09,-
28,59.625429700000005,28.5553549,4.656612873077393e-10,-
29,59.6254307,28.555348900000002,-1.3170890159654386e-09,-
30,59.6254317,28.5553429,9.313225746154785e-10,-
31,59.625432800000006,28.5553368,-9.313225746154785e-10,-
32,59.625434000000006,28.5553307,-1.041250292910165e-09,-
33,59.62543509999998,28.5553244,1.041250292910165e-09,-
34,59.62543629999999,28.5553181,0.0,-
35,59.62543740000001,28.555311699999997,-4.656612873077393e-10,-
36,59.625438600000024,28.5553052,1.041250292910165e-09,-
37,59.62543980000001,28.555298700000005,4.656612873077393e-10,-
38,59.625440899999994,28.555292,0.0,-
39,59.62544220000001,28.5552853,4.656612873077393e-10,-
40,59.62544340000001,28.5552785,4.656612873077393e-10,-
41,59.62544460000001,28.555271600000005,1.3170890159654386e-09,-
42,59.62544580000001,28.5552647,9.313225746154785e-10,-
43,59.6254471,28.5552576,4.656612873077393e-10,-
44,59.62544839999999,28.555250399999995,4.656612873077393e-10,-
45,59.62544959999999,28.5552433,-9.313225746154785e-10,-
46,59.62545090000001,28.555236,9.313225746154785e-10,-
47,59.6254522,28.555228600000003,0.0,-
48,59.6254536,28.5552211,-1.3170890159654386e-09,-
49,59.6254549,28.5552135,4.656612873077393e-10,-
50,59.62545630000001,28.5552058,4.656612873077393e-10,-
51,59.625457700000005,28.555198,-1.862645149230957e-09,-
52,59.6254591,28.5551901,0.0,-
53,59.625460399999994,28.5551821,9.313225746154785e-10,-
54,59.625461900000005,28.555173900000003,-9.313225746154785e-10,-
55,59.6254633,28.555165700000003,0.0,-
56,59.62546470000001,28.5551575,4.656612873077393e-10,-
57,59.62546610000001,28.555149200000002,-1.3170890159654386e-09,-
58,59.625467499999985,28.5551409,1.041250292910165e-09,-
59,59.62546900000002,28.5551325,1.041250292910165e-09,-
60,59.6254704,28.555124100000004,1.041250292910165e-09,-
61,59.625471900000015,28.5551156,-9.313225746154785e-10,-
62,59.6254733,28.555107000000003,4.656612873077393e-10,-
63,59.62547480000002,28.555098300000004,1.041250292910165e-09,-
64,59.625476299999995,28.5550896,-1.3170890159654386e-09,-
65,59.62547780000002,28.5550807,-4.656612873077393e-10,-
66,59.62547940000001,28.5550716,-9.313225746154785e-10,-
67,59.6254809,28.5550624,4.656612873077393e-10,-
68,59.62548240000001,28.5550532,0.0,-
69,59.625483999999986,28.555043900000005,-1.3170890159654386e-09,-
70,59.625485600000005,28.555034400000004,-1.041250292910165e-09,-
71,59.62548720000001,28.5550248,0.0,-
72,59.6254888,28.555015,1.041250292910165e-09,-
73,59.6254905,28.555005100000002,9.313225746154785e-10,-
74,59.62549200000001,28.5549951,4.656612873077393e-10,-
75,59.62549370000002,28.5549849,9.313225746154785e-10,-
76,59.6254953,28.5549745,0.0,-
77,59.625496900000016,28.5549639,9.313225746154785e-10,-
78,59.6254984,28.554953200000003,-4.656612873077393e-10,-
79,59.6255001,28.554942300000004,0.0,-
80,59.62550180000001,28.554931199999995,-4.656612873077393e-10,-
81,59.6255035,28.55492,-1.041250292910165e-09,-
82,59.62550520000001,28.554908599999997,9.313225746154785e-10,-
83,59.625506900000005,28.554896899999996,-9.313225746154785e-10,-
84,59.625508499999995,28.5548849,1.041250292910165e-09,-
85,59.625510199999994,28.554872800000002,0.0,-
86,59.6255119,28.554860399999995,-1.041250292910165e-09,-
